fdc_id,data_type,description,food_category_id,publication_date,sort_description,fields
172959,sr_legacy_food,"Pastrami, beef, 98% fat-free",7,2019-04-01,"pastrami, beef, 98% fat-free",2
172960,sr_legacy_food,"Yachtwurst, with pistachio nuts, cooked",7,2019-04-01,"yachtwurst, with pistachio nuts, cooked",2
172961,sr_legacy_food,"Beerwurst, pork and beef",7,2019-04-01,"beerwurst, pork and beef",1
172962,sr_legacy_food,"Chicken breast, fat-free, mesquite flavor, sliced",7,2019-04-01,"chicken breast, fat-free, mesquite flavor, sliced",3
172963,sr_legacy_food,"Chicken breast, oven-roasted, fat-free, sliced",7,2019-04-01,"chicken breast, oven-roasted, fat-free, sliced",3
172964,sr_legacy_food,"Frankfurter, pork",7,2019-04-01,"frankfurter, pork",1
172965,sr_legacy_food,"Macaroni and cheese loaf, chicken, pork and beef",7,2019-04-01,"macaroni and cheese loaf, chicken, pork and beef",2
172966,sr_legacy_food,"Salami, Italian, pork and beef, dry, sliced, 50% less sodium",7,2019-04-01,"salami, italian, pork and beef, dry, sliced, 50% less sodium",5
172967,sr_legacy_food,"Pate, truffle flavor",7,2019-04-01,"pate, truffle flavor",1
172968,sr_legacy_food,"Frankfurter, meat",7,2019-04-01,"frankfurter, meat",1
172969,sr_legacy_food,"Scrapple, pork",7,2019-04-01,"scrapple, pork",1
172970,sr_legacy_food,"Bologna, chicken, turkey, pork",7,2019-04-01,"bologna, chicken, turkey, pork",3
172971,sr_legacy_food,"Pork sausage, link/patty, fully cooked, microwaved",7,2019-04-01,"pork sausage, link/patty, fully cooked, microwaved",3
172972,sr_legacy_food,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",8,2019-04-01,"cereals, quaker, quaker multigrain oatmeal, dry",3
172973,sr_legacy_food,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",8,2019-04-01,"cereals ready-to-eat, chocolate-flavored frosted puffed corn",1
172974,sr_legacy_food,"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps",8,2019-04-01,"cereals ready-to-eat, quaker, toasted multigrain crisps",2
172975,sr_legacy_food,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",8,2019-04-01,"cereals ready-to-eat, quaker, quaker 100% natural granola with oats, wheat, honey, and raisins",5
172976,sr_legacy_food,"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins",8,2019-04-01,"cereals ready-to-eat, quaker, low fat 100% natural granola with raisins",2
172977,sr_legacy_food,"Cereals, QUAKER, Instant Grits, Butter flavor, dry",8,2019-04-01,"cereals, quaker, instant grits, butter flavor, dry",4
172978,sr_legacy_food,"Cereals, Oat Bran, QUAKER, QUAKER/MOTHER'S Oat Bran, prepared with water, salt",8,2019-04-01,"cereals, oat bran, quaker, quaker/mother's oat bran, prepared with water, salt",5
172979,sr_legacy_food,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, no salt",8,2019-04-01,"cereals, quaker, quaker multigrain oatmeal, prepared with water, no salt",4
172980,sr_legacy_food,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, salt",8,2019-04-01,"cereals, quaker, quaker multigrain oatmeal, prepared with water, salt",4
172981,sr_legacy_food,"Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes",8,2019-04-01,"cereals ready-to-eat, health valley, fiber 7 flakes",2
172982,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, BERRY COLOSSAL CRUNCH",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, berry colossal crunch",2
172983,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, crispy rice",2
172984,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, tootie fruities",2
172985,sr_legacy_food,"Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT BUTTER BUMPERS Cereal",8,2019-04-01,"cereals ready-to-eat, quaker, mother's peanut butter bumpers cereal",2
172986,sr_legacy_food,"Cereals ready-to-eat, QUAKER, MOTHER'S Toasted Oat Bran cereal",8,2019-04-01,"cereals ready-to-eat, quaker, mother's toasted oat bran cereal",2
172987,sr_legacy_food,"Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal",8,2019-04-01,"cereals ready-to-eat, quaker, shredded wheat, bagged cereal",3
172988,sr_legacy_food,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Wheat Germ, Regular",8,2019-04-01,"cereals ready-to-eat, sun country, kretschmer wheat germ, regular",3
172989,sr_legacy_food,"Cereals, QUAKER, Quick Oats, Dry",8,2019-04-01,"cereals, quaker, quick oats, dry",3
172990,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, frosted flakes",2
172991,sr_legacy_food,"Cereals, QUAKER, Instant Oatmeal, Raisin and Spice, dry",8,2019-04-01,"cereals, quaker, instant oatmeal, raisin and spice, dry",4
172992,sr_legacy_food,"Cereals, QUAKER, Instant Grits, Redeye Gravy & Country Ham flavor, dry",8,2019-04-01,"cereals, quaker, instant grits, redeye gravy & country ham flavor, dry",4
172993,sr_legacy_food,"Cereals, QUAKER, Instant Grits Product with American Cheese Flavor, dry",8,2019-04-01,"cereals, quaker, instant grits product with american cheese flavor, dry",3
172994,sr_legacy_food,"Cereals, QUAKER, Instant Grits, Ham 'n' Cheese flavor, dry",8,2019-04-01,"cereals, quaker, instant grits, ham 'n' cheese flavor, dry",4
172995,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, HONEY GRAHAM SQUARES",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, honey graham squares",2
172996,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, Raisin Bran Cereal",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, raisin bran cereal",2
172997,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, Blueberry MUFFIN TOPS Cereal",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, blueberry muffin tops cereal",2
172998,sr_legacy_food,"Cereals, MALT-O-MEAL, Farina Hot Wheat Cereal, dry",8,2019-04-01,"cereals, malt-o-meal, farina hot wheat cereal, dry",3
172999,sr_legacy_food,"Cereals, MALT-O-MEAL, Maple & Brown Sugar Hot Wheat Cereal, dry",8,2019-04-01,"cereals, malt-o-meal, maple & brown sugar hot wheat cereal, dry",3
173000,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Mini SPOONERS",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, frosted mini spooners",2
173001,sr_legacy_food,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",8,2019-04-01,"cereals ready-to-eat, malt-o-meal, fruity dyno-bites",2
173002,sr_legacy_food,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes",8,2019-04-01,"cereals ready-to-eat, ralston enriched wheat bran flakes",1
173003,sr_legacy_food,"Cereals ready-to-eat, RALSTON Corn Biscuits",8,2019-04-01,"cereals ready-to-eat, ralston corn biscuits",1
173004,sr_legacy_food,"Cereals, MALT-O-MEAL, chocolate, prepared with water, without salt",8,2019-04-01,"cereals, malt-o-meal, chocolate, prepared with water, without salt",4
173005,sr_legacy_food,"Cereals ready-to-eat, POST GREAT GRAINS Cranberry Almond Crunch",8,2019-04-01,"cereals ready-to-eat, post great grains cranberry almond crunch",1
173006,sr_legacy_food,Rice and Wheat cereal bar,23,2019-04-01,rice and wheat cereal bar,0
173007,sr_legacy_food,"Cereals ready-to-eat, QUAKER, QUAKER Honey Graham LIFE Cereal",8,2019-04-01,"cereals ready-to-eat, quaker, quaker honey graham life cereal",2
173008,sr_legacy_food,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, stove-top, without salt",8,2019-04-01,"cereals, cream of wheat, 2 1/2 minute cook time, cooked with water, stove-top, without salt",5
173009,sr_legacy_food,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, microwaved, without salt",8,2019-04-01,"cereals, cream of wheat, 2 1/2 minute cook time, cooked with water, microwaved, without salt",5
173010,sr_legacy_food,"Cereals, CREAM OF WHEAT, 1 minute cook time, dry",8,2019-04-01,"cereals, cream of wheat, 1 minute cook time, dry",3
173011,sr_legacy_food,"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, stove-top, without salt",8,2019-04-01,"cereals, cream of wheat, 1 minute cook time, cooked with water, stove-top, without salt",5
173012,sr_legacy_food,"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, microwaved, without salt",8,2019-04-01,"cereals, cream of wheat, 1 minute cook time, cooked with water, microwaved, without salt",5
173013,sr_legacy_food,"Cereals ready-to-eat, QUAKER, Cap'n Crunch's OOPS! All Berries Cereal",8,2019-04-01,"cereals ready-to-eat, quaker, cap'n crunch's oops! all berries cereal",2
173014,sr_legacy_food,"Cereals ready-to-eat, QUAKER Oatmeal Squares, Golden Maple",8,2019-04-01,"cereals ready-to-eat, quaker oatmeal squares, golden maple",2
173015,sr_legacy_food,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches",8,2019-04-01,"cereals ready-to-eat, post, honey bunches of oats with vanilla bunches",2
173016,sr_legacy_food,"Cereals, QUAKER, Instant Oatmeal, Cinnamon Spice, reduced sugar",8,2019-04-01,"cereals, quaker, instant oatmeal, cinnamon spice, reduced sugar",4
173017,sr_legacy_food,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS flakes",8,2019-04-01,"cereals ready-to-eat, nature's path, organic flax plus flakes",2
173018,sr_legacy_food,"Cereals ready-to-eat, BARBARA'S PUFFINS, original",8,2019-04-01,"cereals ready-to-eat, barbara's puffins, original",2
173019,sr_legacy_food,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with real strawberries",8,2019-04-01,"cereals ready-to-eat, post, honey bunches of oats, with real strawberries",3
173020,sr_legacy_food,"Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches",8,2019-04-01,"cereals ready-to-eat, post honey bunches of oats with cinnamon bunches",1
173021,sr_legacy_food,"Figs, raw",9,2019-04-01,"figs, raw",1
173022,sr_legacy_food,"Figs, canned, water pack, solids and liquids",9,2019-04-01,"figs, canned, water pack, solids and liquids",3
173023,sr_legacy_food,"Figs, canned, light syrup pack, solids and liquids",9,2019-04-01,"figs, canned, light syrup pack, solids and liquids",3
173024,sr_legacy_food,"Figs, canned, heavy syrup pack, solids and liquids",9,2019-04-01,"figs, canned, heavy syrup pack, solids and liquids",3
173025,sr_legacy_food,"Figs, canned, extra heavy syrup pack, solids and liquids",9,2019-04-01,"figs, canned, extra heavy syrup pack, solids and liquids",3
173026,sr_legacy_food,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra light syrup, solids and liquids",9,2019-04-01,"fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra light syrup, solids and liquids",4
173027,sr_legacy_food,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids",9,2019-04-01,"fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids",4
173028,sr_legacy_food,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids",9,2019-04-01,"fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids",4
173029,sr_legacy_food,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra heavy syrup, solids and liquids",9,2019-04-01,"fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra heavy syrup, solids and liquids",4
173030,sr_legacy_food,"Gooseberries, raw",9,2019-04-01,"gooseberries, raw",1
173031,sr_legacy_food,"Gooseberries, canned, light syrup pack, solids and liquids",9,2019-04-01,"gooseberries, canned, light syrup pack, solids and liquids",3
173032,sr_legacy_food,"Goji berries, dried",9,2019-04-01,"goji berries, dried",1
173033,sr_legacy_food,"Grapefruit, raw, pink and red and white, all areas",9,2019-04-01,"grapefruit, raw, pink and red and white, all areas",3
173034,sr_legacy_food,"Grapefruit, raw, white, Florida",9,2019-04-01,"grapefruit, raw, white, florida",3
173035,sr_legacy_food,"Grapefruit, sections, canned, water pack, solids and liquids",9,2019-04-01,"grapefruit, sections, canned, water pack, solids and liquids",4
173036,sr_legacy_food,"Grapefruit, sections, canned, juice pack, solids and liquids",9,2019-04-01,"grapefruit, sections, canned, juice pack, solids and liquids",4
173037,sr_legacy_food,"Grapefruit, sections, canned, light syrup pack, solids and liquids",9,2019-04-01,"grapefruit, sections, canned, light syrup pack, solids and liquids",4
173038,sr_legacy_food,"Grapefruit juice, pink or red, with added calcium",9,2019-04-01,"grapefruit juice, pink or red, with added calcium",2
173039,sr_legacy_food,"Grapefruit juice, white, raw",9,2019-04-01,"grapefruit juice, white, raw",2
173040,sr_legacy_food,"Grapes, muscadine, raw",9,2019-04-01,"grapes, muscadine, raw",2
173041,sr_legacy_food,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid",9,2019-04-01,"grape juice, canned or bottled, unsweetened, with added ascorbic acid",3
173042,sr_legacy_food,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",9,2019-04-01,"grape juice, canned or bottled, unsweetened, without added ascorbic acid",3
173043,sr_legacy_food,"Groundcherries, (cape-gooseberries or poha), raw",9,2019-04-01,"groundcherries, (cape-gooseberries or poha), raw",2
173044,sr_legacy_food,"Guavas, common, raw",9,2019-04-01,"guavas, common, raw",2
173045,sr_legacy_food,"Guavas, strawberry, raw",9,2019-04-01,"guavas, strawberry, raw",2
173046,sr_legacy_food,"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",13,2019-04-01,"beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",7
173047,sr_legacy_food,"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",13,2019-04-01,"beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",7
173048,sr_legacy_food,"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",13,2019-04-01,"beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",7
173049,sr_legacy_food,"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01,"beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",6
173050,sr_legacy_food,"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",13,2019-04-01,"beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",8
173051,sr_legacy_food,"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",13,2019-04-01,"beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",8
173052,sr_legacy_food,"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,2019-04-01,"beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",8
173053,sr_legacy_food,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,2019-04-01,"beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",7
173054,sr_legacy_food,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,2019-04-01,"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",7
173055,sr_legacy_food,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",13,2019-04-01,"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",7
173056,sr_legacy_food,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",13,2019-04-01,"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",7
173057,sr_legacy_food,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",13,2019-04-01,"beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",6
173058,sr_legacy_food,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",13,2019-04-01,"beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",7
173059,sr_legacy_food,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",13,2019-04-01,"beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",7
173060,sr_legacy_food,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,2019-04-01,"beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",7
173061,sr_legacy_food,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",13,2019-04-01,"beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",8
173062,sr_legacy_food,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",13,2019-04-01,"beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",7
173063,sr_legacy_food,"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",13,2019-04-01,"beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",7
173064,sr_legacy_food,"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",13,2019-04-01,"beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",7
173065,sr_legacy_food,"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",13,2019-04-01,"beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",7
173066,sr_legacy_food,"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",13,2019-04-01,"beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",6
173067,sr_legacy_food,"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",13,2019-04-01,"beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",6
173068,sr_legacy_food,"Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",13,2019-04-01,"beef, australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",6
173069,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",13,2019-04-01,"beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",9
173070,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",13,2019-04-01,"beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",9
173071,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",13,2019-04-01,"beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",9
173072,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",13,2019-04-01,"beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",8
173073,sr_legacy_food,"Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised",13,2019-04-01,"beef, new zealand, imported, brisket point end, separable lean only, cooked, braised",6
173074,sr_legacy_food,"Beef, New Zealand, imported, brisket point end, separable lean only, raw",13,2019-04-01,"beef, new zealand, imported, brisket point end, separable lean only, raw",5
173075,sr_legacy_food,"Beef, New Zealand, imported, chuck eye roll, separable lean only, raw",13,2019-04-01,"beef, new zealand, imported, chuck eye roll, separable lean only, raw",5
173076,sr_legacy_food,"Beef, New Zealand, imported, chuck eye roll, separable lean only, cooked, braised",13,2019-04-01,"beef, new zealand, imported, chuck eye roll, separable lean only, cooked, braised",6
173077,sr_legacy_food,"Beef, New Zealand, imported, flank, separable lean only, cooked, braised",13,2019-04-01,"beef, new zealand, imported, flank, separable lean only, cooked, braised",6
173078,sr_legacy_food,"Beef, New Zealand, imported, flank, separable lean only, raw",13,2019-04-01,"beef, new zealand, imported, flank, separable lean only, raw",5
173079,sr_legacy_food,"Beef, New Zealand, imported, flat, separable lean only, cooked, braised",13,2019-04-01,"beef, new zealand, imported, flat, separable lean only, cooked, braised",6
173080,sr_legacy_food,"Beef, New Zealand, imported, flat, separable lean only, raw",13,2019-04-01,"beef, new zealand, imported, flat, separable lean only, raw",5
173081,sr_legacy_food,"Beef, New Zealand, imported, variety meats and by-products, heart, cooked, boiled",13,2019-04-01,"beef, new zealand, imported, variety meats and by-products, heart, cooked, boiled",6
173082,sr_legacy_food,"Beef, New Zealand, imported, intermuscular fat, cooked",13,2019-04-01,"beef, new zealand, imported, intermuscular fat, cooked",4
173083,sr_legacy_food,"Beef, New Zealand, imported, intermuscular fat, raw",13,2019-04-01,"beef, new zealand, imported, intermuscular fat, raw",4
173084,sr_legacy_food,"Beef, New Zealand, imported, variety meats and by-products, kidney, cooked, boiled",13,2019-04-01,"beef, new zealand, imported, variety meats and by-products, kidney, cooked, boiled",6
173085,sr_legacy_food,"Beef, New Zealand, imported, knuckle, cooked, fast fried",13,2019-04-01,"beef, new zealand, imported, knuckle, cooked, fast fried",5
173086,sr_legacy_food,"Beef, New Zealand, imported, manufacturing beef, raw",13,2019-04-01,"beef, new zealand, imported, manufacturing beef, raw",4
173087,sr_legacy_food,"Beef, New Zealand, imported, oyster blade, separable lean only, cooked, braised",13,2019-04-01,"beef, new zealand, imported, oyster blade, separable lean only, cooked, braised",6
173088,sr_legacy_food,"Beef, New Zealand, imported, oyster blade, separable lean only, raw",13,2019-04-01,"beef, new zealand, imported, oyster blade, separable lean only, raw",5
173089,sr_legacy_food,"Beef, New Zealand, imported, ribs prepared, cooked, fast roasted",13,2019-04-01,"beef, new zealand, imported, ribs prepared, cooked, fast roasted",5
173090,sr_legacy_food,"Beef, New Zealand, imported, subcutaneous fat, cooked",13,2019-04-01,"beef, new zealand, imported, subcutaneous fat, cooked",4
173091,sr_legacy_food,"Beef, New Zealand, imported, subcutaneous fat, raw",13,2019-04-01,"beef, new zealand, imported, subcutaneous fat, raw",4
173092,sr_legacy_food,"Beef, New Zealand, imported, sweetbread, cooked, boiled",13,2019-04-01,"beef, new zealand, imported, sweetbread, cooked, boiled",5
173093,sr_legacy_food,"Beef, New Zealand, imported, sweetbread, raw",13,2019-04-01,"beef, new zealand, imported, sweetbread, raw",4
173094,sr_legacy_food,"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",13,2019-04-01,"beef, new zealand, imported, tenderloin, separable lean only, cooked, fast fried",6
173095,sr_legacy_food,"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",13,2019-04-01,"beef, new zealand, imported, variety meats and by-products, tripe cooked, boiled",5
173096,sr_legacy_food,"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",13,2019-04-01,"beef, new zealand, imported, variety meats and by-products, tripe uncooked, raw",5
173097,sr_legacy_food,"Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",13,2019-04-01,"beef, new zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",6
173098,sr_legacy_food,"Beef, New Zealand, imported, bolar blade, separable lean and fat, raw",13,2019-04-01,"beef, new zealand, imported, bolar blade, separable lean and fat, raw",5
173099,sr_legacy_food,"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",13,2019-04-01,"beef, new zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",6
173100,sr_legacy_food,"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw",13,2019-04-01,"beef, new zealand, imported, chuck eye roll, separable lean and fat, raw",5
173101,sr_legacy_food,"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",13,2019-04-01,"beef, new zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",6
173102,sr_legacy_food,"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",13,2019-04-01,"beef, new zealand, imported, cube roll, separable lean and fat, raw",5
173103,sr_legacy_food,"Beef, New Zealand, imported, flat, separable lean and fat, raw",13,2019-04-01,"beef, new zealand, imported, flat, separable lean and fat, raw",5
173104,sr_legacy_food,"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",13,2019-04-01,"beef, new zealand, imported, hind shin, separable lean and fat, cooked, braised",6
173105,sr_legacy_food,"Beef, New Zealand, imported, hind shin, separable lean and fat, raw",13,2019-04-01,"beef, new zealand, imported, hind shin, separable lean and fat, raw",5
173106,sr_legacy_food,"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",13,2019-04-01,"beef, new zealand, imported, oyster blade, separable lean and fat, cooked, braised",6
173107,sr_legacy_food,"Beef, New Zealand, imported, striploin, separable lean and fat, raw",13,2019-04-01,"beef, new zealand, imported, striploin, separable lean and fat, raw",5
173108,sr_legacy_food,"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",13,2019-04-01,"beef, new zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",6
173109,sr_legacy_food,"Beef, New Zealand, imported, tenderloin, separable lean and fat, raw",13,2019-04-01,"beef, new zealand, imported, tenderloin, separable lean and fat, raw",5
173110,sr_legacy_food,"Beef, ground, 93% lean meat / 7% fat, raw",13,2019-04-01,"beef, ground, 93% lean meat / 7% fat, raw",3
173111,sr_legacy_food,"Beef, ground, 97% lean meat / 3% fat, raw",13,2019-04-01,"beef, ground, 97% lean meat / 3% fat, raw",3
173112,sr_legacy_food,"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",13,2019-04-01,"beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",5
173113,sr_legacy_food,"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",13,2019-04-01,"beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",5
173114,sr_legacy_food,"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",13,2019-04-01,"beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",5
173115,sr_legacy_food,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",13,2019-04-01,"beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",8
173116,sr_legacy_food,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",13,2019-04-01,"beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",7
173117,sr_legacy_food,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",13,2019-04-01,"beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",7
